Customer ID,Recency,Frequency,Monetary,Average Quantity Per Order,Average Unit Price,Average Discount %,Payment Method Diversity,Product Category Diversity,Cluster
258,465,22,6992.25,1.05,373.09,11.47,3,6,1
259,743,3,970.0,1.0,323.33,0.0,1,2,0
260,538,18,2037.0,1.0,113.17,0.0,1,5,0
261,244,40,24296.75,1.05,600.53,1.0,3,9,1
262,276,152,341647.06,1.13,2386.18,2.76,4,10,1
263,787,2,3030.0,1.0,1515.0,0.0,1,1,0
264,744,4,892.0,1.0,223.0,0.0,1,1,0
265,5,84,72194.1,1.11,894.89,0.43,4,9,1
266,751,2,696.0,1.0,348.0,0.0,1,2,0
267,285,19,12686.0,1.05,686.16,2.63,2,6,1
268,768,3,5650.0,1.0,1883.33,0.0,1,1,0
269,788,1,890.0,1.0,890.0,0.0,1,1,0
270,788,1,510.0,1.0,510.0,0.0,1,1,0
271,788,5,9739.0,1.0,1947.8,0.0,2,2,0
273,458,2,499.0,1.0,249.5,0.0,2,2,0
274,788,1,1870.0,1.0,1870.0,0.0,1,1,0
275,787,2,13800.0,1.0,6900.0,0.0,1,1,0
277,788,2,480.0,1.0,240.0,0.0,1,1,0
279,640,9,1978.75,1.0,275.89,11.16,2,3,0
281,788,1,1020.0,1.0,1020.0,0.0,1,1,0
282,191,114,343519.8,1.12,3564.88,15.49,4,12,1
283,788,1,510.0,1.0,510.0,0.0,1,1,0
286,744,2,1699.0,1.0,849.5,0.0,1,2,0
287,788,1,2253.0,1.0,2253.0,0.0,1,1,0
288,253,3,21561.0,1.0,7187.0,0.0,2,2,0
289,788,1,1375.0,1.0,1375.0,0.0,1,1,0
290,788,2,860.0,1.0,430.0,0.0,1,1,0
291,698,4,3148.4,1.0,887.0,10.0,2,2,0
292,12,120,357486.3,1.12,3223.81,3.23,4,11,1
293,617,14,4009.0,1.0,286.36,0.0,1,3,0
294,159,31,17998.45,1.16,600.75,0.97,3,7,1
295,788,5,1205.0,1.0,241.0,0.0,1,1,0
296,260,12,24316.0,1.0,2384.58,1.84,3,3,1
297,278,1,1308.0,1.0,1308.0,0.0,1,1,0
298,503,2,3999.0,1.0,1999.5,0.0,1,1,0
299,136,21,11313.27,1.14,593.3,7.31,4,8,1
300,246,3,1268.0,1.0,422.67,0.0,1,2,0
301,779,2,2100.0,1.0,1050.0,0.0,1,1,0
302,493,3,420.0,1.0,140.0,0.0,1,2,0
303,788,1,800.0,1.0,800.0,0.0,1,1,0
304,778,3,495.0,1.0,165.0,0.0,1,1,0
305,787,1,2299.0,1.0,2299.0,0.0,1,1,0
306,215,4,3232.0,1.0,808.0,0.0,1,3,0
307,323,10,5419.0,1.0,541.9,0.0,1,3,0
309,466,5,1430.25,1.0,360.6,21.0,2,3,2
310,385,6,3510.0,1.17,571.67,0.0,2,3,0
311,787,1,3500.0,1.0,3500.0,0.0,1,1,0
312,787,4,890.0,1.0,222.5,0.0,1,1,0
313,613,3,1658.0,1.33,399.33,0.0,1,1,0
314,787,1,203.0,1.0,203.0,0.0,1,1,0
315,557,8,13019.0,1.0,1627.38,0.0,1,2,0
317,787,1,925.0,1.0,925.0,0.0,1,1,0
318,776,4,745.0,1.0,186.25,0.0,1,1,0
319,787,1,320.0,1.0,320.0,0.0,1,1,0
320,787,1,800.0,1.0,800.0,0.0,1,1,0
321,694,4,1374.0,1.0,343.5,0.0,1,3,0
322,669,2,695.0,1.0,347.5,0.0,1,1,0
323,787,11,28746.0,1.27,1870.45,0.0,1,3,0
324,787,1,3750.0,1.0,3750.0,0.0,1,1,0
325,787,2,480.0,1.0,240.0,0.0,1,2,0
326,787,1,799.0,1.0,799.0,0.0,1,1,0
327,392,8,2252.0,1.0,281.5,0.0,2,4,0
328,787,1,360.0,1.0,360.0,0.0,1,1,0
329,77,23,8835.32,1.22,343.61,2.79,2,8,1
330,397,8,938.0,1.88,100.88,0.0,1,2,0
331,686,3,2068.0,1.67,385.33,0.0,1,2,0
332,753,3,1280.0,1.33,320.0,0.0,1,1,0
333,787,1,350.0,1.0,350.0,0.0,1,1,0
334,128,32,19379.1,1.0,637.22,4.38,3,8,1
335,755,3,840.0,1.0,280.0,0.0,1,2,0
336,787,1,1200.0,1.0,1200.0,0.0,1,1,0
337,764,3,3849.0,1.0,1283.0,0.0,1,1,0
338,787,1,99.0,1.0,99.0,0.0,1,1,0
340,589,23,6386.0,1.39,222.0,0.0,1,2,0
341,643,14,1817.5,1.07,144.29,7.14,3,2,1
342,550,23,49119.0,1.61,1871.91,0.0,1,3,0
343,787,5,1435.0,1.8,215.0,0.0,1,1,0
344,411,13,6926.0,1.0,532.77,0.0,3,4,1
345,551,2,897.0,1.5,249.0,0.0,1,2,0
346,50,29,8383.2,1.34,226.92,0.0,3,4,1
347,787,1,1199.0,1.0,1199.0,0.0,1,1,0
348,510,5,2229.6,1.0,452.4,6.0,2,3,0
349,29,15,9357.0,1.0,623.8,0.0,2,1,0
350,749,5,2660.0,1.0,532.0,0.0,1,2,0
351,787,1,299.0,1.0,299.0,0.0,1,1,0
352,761,9,38091.0,1.44,2261.44,0.0,1,2,0
353,283,74,34001.01,1.47,491.74,10.04,4,8,1
354,592,1,450.0,1.0,450.0,0.0,1,1,0
357,787,2,3395.0,1.0,1697.5,0.0,1,1,0
358,787,1,999.0,1.0,999.0,0.0,1,1,0
359,787,1,999.0,1.0,999.0,0.0,1,1,0
360,414,2,835.0,1.0,417.5,0.0,1,1,0
361,787,2,840.0,1.5,280.0,0.0,1,1,0
362,762,3,4424.0,1.0,1474.67,0.0,1,1,0
363,750,2,2700.0,1.0,1350.0,0.0,1,1,0
364,79,61,34288.5,2.03,469.71,0.0,2,10,1
365,787,1,350.0,1.0,350.0,0.0,1,1,0
366,278,8,12189.0,1.0,1523.62,0.0,1,3,0
367,696,3,899.0,1.0,299.67,0.0,1,2,0
368,787,1,6000.0,1.0,6000.0,0.0,1,1,0
369,429,4,2465.0,1.0,616.25,0.0,1,2,0
370,787,1,1500.0,1.0,1500.0,0.0,1,1,0
371,646,6,10882.7,1.17,1877.67,1.67,2,3,0
372,787,1,1500.0,1.0,1500.0,0.0,1,1,0
373,699,4,1627.5,1.0,573.75,12.5,2,3,0
374,787,1,405.0,1.0,405.0,0.0,1,1,0
375,787,1,165.0,1.0,165.0,0.0,1,1,0
376,448,7,6689.0,1.14,830.57,0.0,1,4,0
377,787,1,1082.0,1.0,1082.0,0.0,1,1,0
378,787,2,2880.0,2.0,720.0,0.0,1,1,0
379,787,1,640.0,1.0,640.0,0.0,1,1,0
380,136,58,49406.0,1.17,954.05,17.19,4,10,1
381,371,1,1260.0,1.0,1260.0,0.0,1,1,0
382,399,17,8895.2,1.0,553.85,6.47,4,7,1
384,787,1,1500.0,1.0,1500.0,0.0,1,1,0
385,777,2,1250.0,1.0,625.0,0.0,1,1,0
386,787,2,2639.0,1.0,1319.5,0.0,1,1,0
387,467,8,4332.9,1.0,961.5,36.25,1,3,2
388,787,1,900.0,1.0,900.0,0.0,1,1,0
389,787,1,330.0,1.0,430.0,23.3,1,1,2
390,50,17,27909.3,1.76,1565.06,18.61,3,5,1
391,517,20,35913.0,1.0,1795.65,0.0,3,4,1
392,787,2,1070.0,1.5,395.0,0.0,1,1,0
393,498,3,2939.0,1.0,979.67,0.0,1,3,0
394,785,5,3120.0,1.4,438.0,0.0,2,1,0
395,150,204,76903.0,1.03,364.7,0.0,4,8,1
396,409,11,22625.0,1.27,1849.18,0.0,2,5,1
397,479,2,1210.0,1.0,605.0,0.0,1,1,0
398,455,4,3432.0,2.0,446.5,0.0,1,1,0
399,786,4,7475.0,1.0,1868.75,0.0,1,1,0
400,786,3,885.0,1.0,295.0,0.0,1,1,0
401,576,4,3457.4,1.0,864.35,0.0,1,3,0
402,786,2,1605.0,1.0,802.5,0.0,1,1,0
403,786,1,850.0,2.0,425.0,0.0,1,1,0
404,777,2,1125.0,1.0,562.5,0.0,1,1,0
405,786,1,299.0,1.0,299.0,0.0,1,1,0
407,641,5,3477.0,1.0,695.4,0.0,1,3,0
408,632,2,939.6,1.0,469.8,0.0,1,2,0
409,640,2,800.0,1.0,400.0,0.0,1,2,0
410,462,17,7445.0,1.0,455.18,2.06,4,3,1
411,62,6,6422.0,1.0,1070.33,0.0,2,2,0
412,648,2,1100.0,1.0,550.0,0.0,1,2,0
413,440,4,3598.0,1.0,899.5,0.0,1,4,0
414,786,1,190.0,1.0,190.0,0.0,1,1,0
415,643,6,4913.2,1.0,839.83,6.67,2,4,0
416,786,1,325.0,1.0,325.0,0.0,1,1,0
417,321,21,23734.0,1.0,1130.19,0.0,2,2,0
420,88,33,10174.65,1.3,321.58,14.15,4,2,1
422,475,4,2577.0,1.0,644.25,0.0,2,3,0
423,159,72,88397.5,1.01,1406.11,2.57,4,10,1
424,288,6,3878.0,1.33,471.5,0.0,1,3,0
425,695,7,42289.75,1.29,3901.14,3.57,2,4,1
426,786,2,860.0,1.0,430.0,0.0,1,1,0
428,777,1,9500.0,1.0,9500.0,0.0,1,1,0
429,786,1,350.0,1.0,350.0,0.0,1,1,0
430,83,3,6879.0,1.0,2293.0,0.0,2,3,0
431,431,10,3048.0,1.1,289.8,0.0,2,1,0
432,637,12,9708.0,1.17,684.17,0.0,4,5,1
433,412,40,27731.65,1.18,757.88,17.13,4,10,1
434,786,2,361.25,1.5,130.62,0.0,1,1,0
435,753,3,1390.0,1.0,463.33,0.0,2,2,0
439,786,1,1500.0,1.0,1500.0,0.0,1,1,0
440,387,7,5709.0,1.14,729.86,0.0,1,1,0
441,36,16,12146.0,1.44,692.25,0.0,1,6,1
443,376,15,7997.0,1.93,327.4,0.0,1,3,0
444,786,2,517.0,1.5,171.5,0.0,1,1,0
446,464,7,2676.0,1.14,348.0,0.0,2,2,0
447,786,1,980.0,1.0,980.0,0.0,1,1,0
448,434,67,25617.0,1.12,368.81,1.34,3,9,1
449,786,2,630.0,1.0,315.0,0.0,1,1,0
450,786,1,1890.0,1.0,1890.0,0.0,1,1,0
451,279,11,9116.0,1.0,828.73,0.0,3,6,1
452,786,1,1050.0,1.0,1050.0,0.0,1,1,0
453,786,2,2294.0,1.0,1147.0,0.0,1,1,0
454,597,2,700.0,1.0,350.0,0.0,2,2,0
455,786,2,2150.0,1.0,1075.0,0.0,1,1,0
456,384,21,19109.5,1.05,898.07,0.0,3,5,1
457,786,1,280.0,1.0,280.0,0.0,1,1,0
458,736,4,2439.0,1.0,609.75,0.0,1,3,0
459,15,123,889067.61,1.15,8560.34,9.45,4,10,1
461,786,1,360.0,1.0,360.0,0.0,1,1,0
462,786,1,7500.0,2.0,3750.0,0.0,1,1,0
463,156,18,51912.0,1.39,1600.56,0.0,3,3,1
464,282,9,11682.56,1.11,1776.47,25.22,2,4,1
465,556,2,651.0,1.0,325.5,0.0,1,2,0
466,786,2,1104.0,1.5,296.0,0.0,1,2,0
467,466,8,43530.0,1.0,5522.5,1.25,2,2,0
468,525,77,50576.5,1.51,478.25,1.82,3,7,1
469,254,3,2040.0,1.33,513.33,0.0,1,3,0
470,292,3,2519.0,1.33,769.67,3.03,2,2,0
471,786,1,520.0,2.0,260.0,0.0,1,1,0
473,359,23,25422.0,1.0,1105.3,0.0,1,5,0
474,786,1,800.0,1.0,800.0,0.0,1,1,0
475,523,4,3139.0,1.0,889.75,5.0,2,2,0
476,786,1,1050.0,2.0,525.0,0.0,1,1,0
477,82,1,299.0,1.0,299.0,0.0,1,1,0
478,629,9,2398.0,1.0,266.44,0.0,2,5,1
479,30,262,337457.5,2.58,919.88,11.74,4,11,1
481,85,19,72921.0,1.32,3788.0,1.58,1,4,1
483,299,19,4983.2,1.47,204.63,27.37,4,3,1
484,275,10,7792.5,1.0,779.25,0.0,1,4,0
485,285,33,13456.4,1.12,402.88,4.76,3,9,1
486,648,2,1310.0,1.0,655.0,0.0,1,2,0
487,786,1,719.0,1.0,719.0,0.0,1,1,0
490,321,8,11890.65,1.25,1973.0,10.39,3,4,1
491,786,1,325.0,1.0,325.0,0.0,1,1,0
492,642,14,4426.0,1.0,317.86,0.71,2,4,0
493,649,2,759.0,1.0,379.5,0.0,1,2,0
495,679,1,1799.0,1.0,1799.0,0.0,1,1,0
497,785,1,700.0,1.0,700.0,0.0,1,1,0
498,785,2,1798.25,1.0,899.12,0.0,1,1,0
499,785,3,1050.0,1.67,223.33,0.0,1,1,0
500,15,18,71381.83,1.0,4647.78,16.4,3,6,1
502,785,1,1549.0,1.0,1549.0,0.0,1,1,0
503,785,1,1761.0,1.0,1761.0,0.0,1,1,0
504,785,1,435.0,1.0,435.0,0.0,1,1,0
505,621,4,2520.0,1.0,630.0,0.0,1,3,0
506,745,3,3840.0,1.0,1280.0,0.0,1,1,0
507,785,1,700.0,1.0,700.0,0.0,1,1,0
509,734,1,500.0,1.0,500.0,0.0,1,1,0
510,726,4,840.0,1.25,180.0,0.0,1,1,0
511,781,4,3480.0,1.0,870.0,0.0,2,1,0
512,785,1,350.0,1.0,350.0,0.0,1,1,0
513,785,1,5975.0,1.0,5975.0,0.0,1,1,0
514,91,9,6346.7,1.11,768.22,13.82,3,7,1
515,785,1,299.0,1.0,299.0,0.0,1,1,0
516,279,2,1169.0,1.0,584.5,0.0,1,2,0
517,785,1,570.0,1.0,570.0,0.0,1,1,0
518,785,1,1175.0,1.0,1175.0,0.0,1,1,0
519,785,1,1499.0,1.0,1499.0,0.0,1,1,0
520,785,1,626.0,1.0,626.0,0.0,1,1,0
521,785,1,234.0,1.0,234.0,0.0,1,1,0
522,785,1,1500.0,1.0,1500.0,0.0,1,1,0
523,785,1,60.0,1.0,60.0,0.0,1,1,0
524,773,4,2198.0,1.0,549.5,0.0,1,1,0
525,771,3,2791.0,1.67,758.67,0.0,1,2,0
526,620,9,8299.0,1.0,922.11,0.0,1,3,0
527,401,11,6773.4,2.09,393.0,3.64,2,3,0
529,374,18,5659.0,1.06,304.67,0.0,1,3,0
530,778,5,27500.0,1.0,5500.0,0.0,1,1,0
531,323,9,4291.0,1.0,476.78,0.0,2,2,0
533,285,37,74201.9,1.11,2093.3,3.33,3,9,1
534,785,1,19370.0,1.0,19370.0,0.0,1,1,2
535,785,2,2550.0,1.0,1275.0,0.0,1,2,0
536,69,19,5866.75,1.0,319.32,3.95,3,5,1
537,67,26,57775.5,1.0,2222.13,0.0,3,7,1
539,380,14,12178.15,1.0,902.57,7.5,2,4,1
540,785,2,4419.0,1.0,2209.5,0.0,1,1,0
541,785,1,999.0,1.0,999.0,0.0,1,1,0
542,531,5,6586.0,1.0,1317.2,0.0,1,2,0
